PositionX,PositionY,PositionZ,RotationX,RotationY,RotataionZ,Speed,SpeedX,SpeedY,SpeedZ
-6.419546,13.37084,113.9241,20.53182,328.4597,349.985,15.86651,-0.4177088,8.320175,13.50356
-6.500899,13.88567,114.7153,19.74833,321.7941,349.9861,15.81203,-1.293822,8.562499,13.22989
-6.586549,14.23726,115.2297,19.2116,317.225,350.0428,15.759,-1.921012,8.734018,12.97586
-6.698168,14.59567,115.7305,18.67092,312.5841,350.1467,15.68848,-2.567872,8.908792,12.65575
-6.835867,14.96079,116.215,18.13241,307.8899,350.2984,15.59714,-3.220944,9.082242,12.26414
-6.999217,15.33234,116.68,17.60178,303.1566,350.4977,15.48248,-3.866644,9.249814,11.79819
-7.187273,15.70989,117.1227,17.08438,298.3951,350.7439,15.34339,-4.491853,9.407442,11.25802
-7.288491,15.89203,117.3322,16.8322,296.0063,350.8841,15.2648,-4.792953,9.48149,10.96098
-7.60952,16.41697,117.9144,16.10864,288.8176,351.37,14.11586,-5.286054,8.746828,9.736949
-7.827985,16.71538,118.2601,31.97102,282.2287,351.018,13.03362,-5.469789,7.795893,8.898355
-7.827985,16.71538,118.2601,31.97102,282.2287,351.018,13.03362,-5.469789,7.795893,8.898355
-8.20745,17.09223,118.7359,34.96389,274.8185,351.5324,11.95149,-6.277508,6.316041,7.971111
-8.692629,17.38929,119.1621,34.45105,267.8964,352.3868,11.87356,-8.061184,4.988247,7.149556
-8.874008,17.47312,119.2901,34.29902,265.5929,352.6869,11.87184,-8.568266,4.602795,6.807329
-9.260782,17.6209,119.5215,34.02517,260.9913,353.3067,11.86738,-9.44418,3.905286,6.032481
-9.673942,17.74515,119.7172,33.79316,256.3964,353.9497,11.85084,-10.14496,3.2992,5.161154
-9.888474,17.79949,119.8009,33.69333,254.1011,354.2786,11.83777,-10.43504,3.028265,4.698123
-10.55564,17.93595,119.9927,33.46045,247.222,355.2888,11.78657,-11.09185,2.331698,3.233775
-10.78382,17.97369,120.0363,33.40545,244.9307,355.6316,11.76773,-11.24644,2.134458,2.727873
-11.24546,18.03934,120.0924,33.32995,240.3498,356.3234,11.73068,-11.46882,1.785323,1.699313
-11.71061,18.09354,120.1068,33.30082,235.7697,357.0199,11.69691,-11.58315,1.489032,0.656594
-12.17527,18.13801,120.0792,33.31826,231.1891,357.717,11.6683,-11.59591,1.237108,-0.3921809
-12.63556,18.17418,120.0098,33.38219,226.6064,358.4105,11.64588,-11.51124,1.022014,-1.439945
-12.86289,18.18953,119.9595,33.4315,224.3136,358.7547,11.63713,-11.4332,0.9261904,-1.961343
-13.30957,18.21537,119.8281,33.56436,219.7245,359.4353,11.62463,-11.20685,0.7543231,-2.994943
-13.74256,18.23544,119.6564,33.74223,215.129,0.1021373,11.61871,-10.88785,0.6045582,-4.01043
-14.1582,18.25044,119.4454,33.96405,210.5253,0.7512025,11.61909,-10.4774,0.4724258,-5.000424
-14.55291,18.26089,119.1966,34.22844,205.9115,1.378487,11.62544,-9.976899,0.3541085,-5.9571
-14.74131,18.26455,119.0585,34.37614,203.6002,1.68272,11.63074,-9.693462,0.2990919,-6.420388
-15.26567,18.26973,118.5927,34.87828,196.6455,2.55191,11.65453,-8.714364,0.1463439,-7.737347
-15.57713,18.26863,118.2422,35.25968,191.989,3.090313,11.67657,-7.958816,0.05172066,-8.543819
-15.85456,18.26406,117.8629,35.67566,187.314,3.591459,11.70322,-7.126489,-0.03956227,-9.283153
-15.97963,18.26049,117.6633,35.89579,184.9688,3.826908,11.7182,-6.683355,-0.0845025,-9.625065
-16.20094,18.2505,117.247,36.35858,180.2614,4.265304,11.74863,-5.747497,-0.1784073,-10.24523
-16.29662,18.24398,117.0312,36.6005,177.8986,4.46737,11.75944,-5.257179,-0.2300077,-10.51635
-16.45697,18.22766,116.5872,37.10343,173.1532,4.835101,11.77384,-4.240431,-0.3403347,-10.97845
-16.61758,18.19438,115.8979,37.89918,165.9808,5.289532,11.78624,-2.649057,-0.5228039,-11.47278
-16.64939,18.18077,115.664,38.17368,163.5742,5.413525,11.7895,-2.106785,-0.5878628,-11.58482
-16.6801,18.14955,115.1931,38.71899,158.8625,5.61348,11.79619,-1.012692,-0.7237871,-11.73033
-16.64457,18.09233,114.4867,39.46104,152.5392,5.790696,11.81272,0.6240765,-0.9390146,-11.75879
-16.64457,18.09233,114.4867,39.46104,152.5392,5.790696,11.81272,0.6240765,-0.9390146,-11.75879
-16.54188,17.99825,113.8189,20.48257,144.2727,4.246754,11.2806,1.765531,-1.624808,-11.02247
-16.45156,17.93649,113.3917,20.5724,141.4922,4.221863,11.03563,2.193397,-1.569278,-10.70101
-16.34127,17.88368,112.9717,20.83454,139.236,4.197883,10.92056,2.672035,-1.377249,-10.49867
-16.27796,17.86124,112.7638,20.94622,138.2729,4.184264,10.90932,2.940589,-1.26091,-10.42959
-16.13284,17.82892,112.3502,21.13536,136.6354,4.15645,10.94022,3.518227,-0.9060948,-10.31938
-15.96166,17.81491,111.9387,21.28542,135.3293,4.13004,11.08564,4.163127,-0.4659747,-10.26366
-15.76378,17.82118,111.5292,21.40361,134.2958,4.106465,11.30002,4.829308,0.02921523,-10.21603
-15.53857,17.85086,111.1214,21.4961,133.4836,4.086256,11.58054,5.506543,0.5936625,-10.17027
-15.28591,17.90573,110.7151,21.56811,132.8489,4.0694,11.94032,6.196671,1.214531,-10.13397
-15.1496,17.94298,110.5127,21.59781,132.5865,4.062148,12.13504,6.534216,1.518824,-10.11219
-14.85687,18.03891,110.1093,21.64687,132.1522,4.049757,12.57623,7.204262,2.225437,-10.06516
-14.37053,18.23668,109.5083,21.70016,131.6788,4.035643,13.31719,8.166339,3.29974,-9.988503
-14.19729,18.31621,109.3099,21.71372,131.5581,4.031922,13.53644,8.444423,3.619665,-9.941072
-13.83509,18.49642,108.9157,21.73595,131.3598,4.025677,14.01384,8.980208,4.336759,-9.845618
-13.45469,18.70251,108.5262,21.75291,131.208,4.020751,14.46406,9.456314,4.99789,-9.736956
-13.05811,18.93495,108.1416,21.76583,131.0921,4.016878,14.88888,9.867196,5.652634,-9.610672
-12.64806,19.1909,107.7624,21.77563,131.0038,4.013813,15.29047,10.2289,6.261727,-9.484666
-12.22757,19.46838,107.3893,21.78306,130.9367,4.011384,15.61388,10.50396,6.810721,-9.331352
-12.01417,19.61452,107.2051,21.78924,130.881,4.00949,15.75102,10.61892,7.049513,-9.254045
-11.58298,19.91845,106.8421,21.82923,130.5236,3.997986,15.98788,10.80055,7.504824,-9.09055
-11.14852,20.23403,106.4871,21.92415,129.6736,3.970066,16.0942,10.8962,7.821263,-8.895165
-10.71201,20.55776,106.141,22.08214,128.25,3.920175,16.12003,10.94959,8.042586,-8.676335
-10.49296,20.72183,105.9716,22.18456,127.3207,3.885389,16.11597,10.97398,8.125557,-8.559883
-10.05259,21.05302,105.6405,22.43242,125.0477,3.792885,16.09015,11.03671,8.247045,-8.310849
-9.383387,21.55417,105.1658,22.89407,120.708,3.587323,16.03465,11.19875,8.340417,-7.882613
-8.928789,21.88906,104.8663,23.24582,117.2878,3.39914,15.99783,11.36422,8.35585,-7.547513
-8.698263,22.0563,104.7224,23.4306,115.4434,3.288332,15.98077,11.46453,8.351912,-7.361745
-8.229748,22.38974,104.4478,23.81099,111.523,3.031754,15.94998,11.69735,8.323885,-6.948874
-7.991423,22.55571,104.3176,24.00392,109.4605,2.885604,15.93623,11.82787,8.300901,-6.720111
-7.506015,22.88569,104.0734,24.3889,105.1612,2.557224,15.91157,12.11062,8.239487,-6.214661
-6.755119,23.37454,103.752,24.94697,98.35381,1.975761,15.87987,12.56544,8.11555,-5.330838
-6.49875,23.5356,103.6583,25.12369,96.00683,1.759071,15.87021,12.7184,8.067486,-5.002145
-5.977333,23.85461,103.4928,25.45766,91.21822,1.293394,15.85165,13.01581,7.963757,-4.29445
-5.445271,24.16926,103.3589,25.76047,86.32368,0.7875924,15.83373,13.29042,7.852686,-3.52237
-5.175714,24.3249,103.3045,25.89846,83.84331,0.520933,15.82494,13.4151,7.795439,-3.113656
-4.630731,24.63278,103.2221,26.14459,78.82767,359.963,15.80771,13.63171,7.679592,-2.254767
-3.802885,25.08629,103.1678,26.43186,71.19492,359.0741,15.78329,13.85518,7.508458,-0.8771039
-3.525464,25.23534,103.169,26.50416,68.62799,358.7668,15.77571,13.8981,7.453656,-0.3983642
-2.970566,25.53048,103.201,26.61177,63.46826,358.1397,15.76166,13.93112,7.349552,0.5813251
-2.418157,25.822,103.2732,26.6686,58.28172,357.5012,15.74932,13.88897,7.254922,1.582323
-1.871447,26.11039,103.3859,26.67353,53.07654,356.8574,15.73879,13.76737,7.172037,2.594404
-1.333741,26.39619,103.539,26.62607,47.85975,356.2142,15.72997,13.56355,7.102821,3.607216
-1.06931,26.53831,103.6306,26.58271,45.24893,355.8948,15.72612,13.43034,7.073846,4.110668
-0.2987034,26.96251,103.9643,26.37501,37.41499,354.9541,15.71624,12.90534,7.0114,5.59399
-0.05076462,27.10347,104.0946,26.28036,34.80518,354.6488,15.71332,12.689,6.999179,6.075308
0.4293258,27.38529,104.3829,26.05406,29.591,354.0545,15.70777,12.19598,6.988258,7.01117
1.104337,27.80909,104.8806,25.62596,21.79002,353.2137,15.69968,11.31236,7.006796,8.331596
1.520154,28.09345,105.2527,25.28504,16.60723,352.6938,15.69437,10.63408,7.043067,9.144662
1.716422,28.23644,105.4501,25.09901,14.02218,356.64,15.6918,10.27032,7.068482,9.528363
2.077337,28.52624,105.8694,24.69775,8.865804,358.4743,15.66433,9.360483,7.164105,10.31641
2.391291,28.82212,106.3191,24.26042,3.729132,1.134778,15.63461,8.228936,7.316675,11.09918
2.528733,28.9726,106.554,24.02938,1.168575,1.796571,15.60711,7.586778,7.400835,11.45646
2.850787,29.43414,107.2899,23.32714,353.8649,4.738807,15.48629,5.425509,7.663275,12.31517
2.983336,29.75016,107.798,22.8921,349.6138,7.183074,15.39987,3.814495,7.844747,12.69117
3.054292,30.04156,108.2954,22.50497,345.9612,9.175109,14.80937,2.166517,7.425571,12.62872
3.072826,30.16899,108.5327,22.33166,344.3588,10.72873,14.31029,1.498996,7.11938,12.32281
3.08628,30.39162,108.9802,22.02599,341.5748,12.85484,12.83072,0.5954512,5.807779,11.42552
3.050429,30.64358,109.595,41.25483,335.2277,31.20877,11.14722,-0.3973354,4.211662,10.31332
3.006593,30.70218,109.7848,41.37531,334.31,31.37978,10.60586,-1.127926,3.714548,9.869865
2.7578,30.79193,110.3172,41.14826,332.2135,31.34582,9.930693,-4.134945,1.506847,8.902264
2.640232,30.79647,110.4824,41.08521,331.6642,31.33612,9.997872,-5.025314,0.857978,8.600438
2.361888,30.77301,110.7935,40.97949,330.746,31.32177,10.34514,-6.589456,-0.3008018,7.969348
2.035774,30.71214,111.0777,40.8966,330.0282,31.31223,10.80277,-7.856154,-1.279345,7.303695
1.672827,30.62061,111.3353,40.83198,329.4698,31.30588,11.24606,-8.840759,-2.085207,6.63075
1.282314,30.50452,111.5673,40.78183,329.0372,31.30166,11.62259,-9.581837,-2.734181,5.983088
0.8715641,30.369,111.7761,40.74309,328.7035,31.29887,11.92165,-10.12766,-3.248478,5.385507
0.4549919,30.22024,111.9725,40.71326,328.4468,19.84596,12.11004,-10.44903,-3.598279,4.952096
0.06370226,30.05985,112.1671,40.69036,328.2501,7.471511,11.78334,-9.984261,-3.875532,4.913445
-0.3156487,29.91718,112.3868,40.67284,328.0997,7.470829,11.31802,-9.381433,-3.621143,5.193605
-0.699192,29.78438,112.6516,40.65947,327.985,7.47047,11.99042,-9.549417,-3.385264,6.4124
-1.079245,29.66229,112.9489,40.64928,327.8978,7.47035,12.37287,-9.495743,-3.117406,7.293863
-1.452213,29.55041,113.2694,40.64154,327.8317,7.470403,12.56876,-9.33127,-2.856204,7.921063
-1.817071,29.44757,113.6066,40.63566,327.7816,7.470572,12.66046,-9.129657,-2.621717,8.370375
-1.996523,29.39913,113.7799,40.63327,327.7614,7.470702,12.68414,-9.028157,-2.516906,8.546632
-2.524182,29.26374,114.3143,40.62785,327.7152,7.47118,12.71125,-8.749685,-2.252414,8.941231
-2.696915,29.22143,114.4962,40.62648,327.7037,7.471369,12.71255,-8.66871,-2.179667,9.039439
-3.184258,29.10197,115.0634,40.62337,327.6777,344.6283,12.62264,-8.091225,-2.011514,9.47718
-3.460351,29.00224,115.4386,40.63707,327.7962,340.7625,12.19287,-7.142115,-2.477407,9.566547
-3.583662,28.94841,115.6202,40.66071,328,337.5727,11.63546,-6.579588,-2.577946,9.243768
-3.895465,28.77281,116.18,40.78599,329.0817,330.6664,11.0499,-5.151851,-2.951223,9.319281
-4.066606,28.63958,116.574,40.88581,329.946,343.1522,11.24283,-4.31367,-3.235894,9.865217
-4.148521,28.57685,116.7768,40.9353,330.3754,343.1582,11.27771,-4.160105,-3.496122,9.882181
-4.394114,28.3969,117.4338,41.07194,331.5647,343.1776,12.1191,-4.061354,-3.038101,11.00673
-4.473893,28.34031,117.6628,41.11216,331.9159,343.184,12.32799,-4.014364,-2.953582,11.27566
-4.628519,28.2323,118.1289,41.18376,332.5423,343.1964,12.55933,-3.86727,-2.778921,11.62147
-4.847089,28.08166,118.8401,41.26978,333.2973,343.2128,12.67295,-3.600559,-2.546411,11.88088
-4.916449,28.03399,119.0791,41.29326,333.5039,343.2176,12.68397,-3.512033,-2.481085,11.93285
-5.050307,27.94173,119.5591,41.33339,333.8577,343.2262,12.69034,-3.343921,-2.3688,12.01049
-5.178227,27.85291,120.0413,41.3656,334.1423,343.2334,12.68748,-3.191275,-2.278525,12.06632
-5.300887,27.76681,120.525,41.39124,334.3691,343.2394,12.68195,-3.055551,-2.206675,12.10892
-5.418947,27.68287,121.0101,41.41145,334.5484,343.2444,12.67628,-2.936556,-2.149799,12.14261
-5.533024,27.60062,121.4961,41.4273,334.6893,343.2485,12.6713,-2.833316,-2.104908,12.16978
-5.643683,27.51972,121.983,41.43965,334.7994,343.2518,12.66718,-2.744498,-2.069532,12.19189
-5.69789,27.47968,122.2268,41.44474,334.8449,343.2533,12.66542,-2.70504,-2.054773,12.20138
-5.856694,27.36086,122.9588,41.4566,334.9513,343.2568,12.66121,-2.604232,-2.019756,12.22476
-5.959879,27.2825,123.4474,41.46228,335.0025,343.2587,12.65911,-2.549862,-2.002503,12.23688
-6.010796,27.24352,123.6919,41.4646,335.0235,343.2595,12.65823,-2.526017,-1.995308,12.24209
-6.161286,27.12721,124.4258,41.46994,335.0722,343.2616,12.65611,-2.465982,-1.978235,12.2549
-6.210803,27.08862,124.6705,41.47129,335.0846,343.2621,12.65555,-2.449335,-1.973776,12.25839
-6.357789,26.97322,125.4051,41.47434,335.1132,343.2637,12.65422,-2.407735,-1.963186,12.26694
